Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Segment,Region,Category,Unit_Price,Quantity,Discount,Sales,Profit,Profit_Margin,Payment_Method,Year,Month,Quarter,Discount_Bucket
ORD-110037,2023-08-31,2023-09-05,Standard,CUST-28692,Corporate,East,Home & Furniture,461.01,4,0.1,1659.64,439.71,0.2649,Wallet,2023,8,Q3,Low (1-10%)
ORD-110038,2024-09-19,2024-09-26,Standard,CUST-23227,Consumer,East,Sports & Outdoor,201.12,1,0.1,181.01,60.97,0.3368,COD,2024,9,Q3,Low (1-10%)
ORD-110039,2024-03-29,2024-04-03,Standard,CUST-15859,Consumer,East,Toys & Games,57.77,3,0.07,161.18,66.05,0.4098,Debit Card,2024,3,Q1,Low (1-10%)
ORD-110040,2023-02-06,2023-02-08,Express,CUST-34994,Corporate,North,Electronics,1196.99,1,0.11,1065.32,108.37,0.1017,Net Banking,2023,2,Q1,Medium (11-20%)
ORD-110041,2023-06-07,2023-06-09,Express,CUST-21792,Consumer,South,Books & Media,39.23,1,0.1,35.31,10.32,0.2922,Debit Card,2023,6,Q2,Low (1-10%)
ORD-110042,2024-02-18,2024-02-23,Standard,CUST-25033,Corporate,South,Clothing,174.37,1,0.32,118.57,27.18,0.2292,Debit Card,2024,2,Q1,Very High (31%+)
ORD-110043,2023-01-13,2023-01-16,Express,CUST-15499,Corporate,North,Electronics,1641.2,1,0.21,1296.55,64.25,0.0496,UPI,2023,1,Q1,High (21-30%)
ORD-110044,2023-06-30,2023-07-05,Standard,CUST-10374,Small Business,West,Electronics,1294.53,1,0.1,1165.08,152.7,0.1311,UPI,2023,6,Q2,Low (1-10%)
ORD-110045,2024-03-04,2024-03-06,Express,CUST-18783,Home Office,South,Electronics,1350.84,1,0.03,1310.31,259.8,0.1983,COD,2024,3,Q1,Low (1-10%)
ORD-110046,2022-03-05,2022-03-05,Same-Day,CUST-11013,Consumer,North,Home & Furniture,462.62,3,0.08,1276.83,340.44,0.2666,UPI,2022,3,Q1,Low (1-10%)
ORD-110047,2023-01-10,2023-01-12,Express,CUST-37725,Consumer,North,Home & Furniture,641.41,1,0.14,551.61,96.29,0.1746,UPI,2023,1,Q1,Medium (11-20%)
ORD-110048,2023-10-12,2023-10-17,Standard,CUST-27744,Corporate,West,Home & Furniture,171.4,1,0.08,157.69,36.05,0.2286,Debit Card,2023,10,Q4,Low (1-10%)
ORD-110049,2022-12-10,2022-12-17,Standard,CUST-14030,Consumer,West,Clothing,75.67,1,0.45,41.62,6.15,0.1478,Debit Card,2022,12,Q4,Very High (31%+)
ORD-110050,2024-09-10,2024-09-17,Standard,CUST-29481,Consumer,West,Clothing,170.97,1,0.17,141.91,48.01,0.3383,Net Banking,2024,9,Q3,Medium (11-20%)
ORD-110051,2022-03-29,2022-03-31,Same-Day,CUST-23399,Home Office,North,Clothing,172.65,2,0.36,220.99,36.11,0.1634,Credit Card,2022,3,Q1,Very High (31%+)
ORD-110052,2022-12-06,2022-12-07,Overnight,CUST-29212,Corporate,East,Electronics,1104.55,1,0.26,817.37,37.81,0.0463,Debit Card,2022,12,Q4,High (21-30%)
ORD-110053,2023-11-20,2023-11-25,Standard,CUST-10923,Small Business,South,Home & Furniture,422.99,1,0.11,376.46,74.77,0.1986,Credit Card,2023,11,Q4,Medium (11-20%)
ORD-110054,2024-01-24,2024-01-28,Express,CUST-25897,Consumer,North,Clothing,90.95,6,0.19,442.02,137.79,0.3117,UPI,2024,1,Q1,Medium (11-20%)
ORD-110055,2023-09-20,2023-09-27,Standard,CUST-16842,Corporate,East,Home & Furniture,835.15,6,0.13,4359.48,960.78,0.2204,UPI,2023,9,Q3,Medium (11-20%)
ORD-110056,2023-01-29,2023-01-31,Same-Day,CUST-10595,Corporate,North,Groceries,60.16,1,0.25,45.12,2.92,0.0646,Credit Card,2023,1,Q1,High (21-30%)
ORD-110057,2022-09-23,2022-09-28,Standard,CUST-10208,Corporate,North,Toys & Games,85.41,1,0.22,66.62,19.53,0.2931,UPI,2022,9,Q3,High (21-30%)
ORD-110058,2024-12-30,2024-12-30,Same-Day,CUST-14654,Small Business,East,Toys & Games,177.49,1,0.19,143.77,47.36,0.3294,Debit Card,2024,12,Q4,Medium (11-20%)
ORD-110059,2024-10-27,2024-11-01,Standard,CUST-29445,Consumer,South,Home & Furniture,400.11,1,0.05,380.1,105.29,0.277,Credit Card,2024,10,Q4,Low (1-10%)
ORD-110060,2024-10-31,2024-10-31,Same-Day,CUST-16195,Consumer,North,Books & Media,58.18,1,0.11,51.78,14.94,0.2886,Debit Card,2024,10,Q4,Medium (11-20%)
ORD-110061,2023-05-27,2023-05-28,Same-Day,CUST-35763,Corporate,North,Home & Furniture,333.7,2,0.09,607.33,162.92,0.2683,Net Banking,2023,5,Q2,Low (1-10%)
ORD-110062,2022-05-08,2022-05-09,Overnight,CUST-28652,Home Office,East,Electronics,681.62,1,0.16,572.56,71.06,0.1241,Debit Card,2022,5,Q2,Medium (11-20%)
ORD-110063,2024-05-01,2024-05-03,Same-Day,CUST-37381,Corporate,East,Clothing,110.85,1,0.1,99.77,38.16,0.3825,Credit Card,2024,5,Q2,Low (1-10%)
ORD-110064,2024-04-12,2024-04-14,Same-Day,CUST-24522,Corporate,South,Books & Media,50.92,3,0.21,120.68,32.14,0.2663,Credit Card,2024,4,Q2,High (21-30%)
ORD-110065,2023-03-05,2023-03-12,Standard,CUST-10675,Corporate,East,Home & Furniture,442.12,1,0.1,397.91,89.21,0.2242,Debit Card,2023,3,Q1,Low (1-10%)
ORD-110066,2022-05-20,2022-05-27,Standard,CUST-29221,Consumer,West,Electronics,401.23,1,0.07,373.14,67.91,0.182,Net Banking,2022,5,Q2,Low (1-10%)
ORD-110067,2022-05-27,2022-06-02,Standard,CUST-11514,Home Office,South,Beauty & Health,15.25,1,0.31,10.52,4.27,0.4055,Net Banking,2022,5,Q2,Very High (31%+)
ORD-110068,2024-12-28,2025-01-01,Express,CUST-32535,Consumer,East,Electronics,1003.19,1,0.15,852.71,98.26,0.1152,Debit Card,2024,12,Q4,Medium (11-20%)
ORD-110069,2023-03-28,2023-03-31,Express,CUST-26711,Consumer,East,Electronics,1411.89,1,0.44,790.66,7.91,0.01,Wallet,2023,3,Q1,Very High (31%+)
ORD-110070,2024-12-22,2024-12-28,Standard,CUST-23737,Corporate,North,Electronics,1264.61,1,0.1,1138.15,156.89,0.1378,Net Banking,2024,12,Q4,Low (1-10%)
ORD-110071,2024-08-15,2024-08-20,Standard,CUST-13583,Home Office,South,Electronics,971.8,1,0.15,826.03,70.78,0.0857,UPI,2024,8,Q3,Medium (11-20%)
ORD-110072,2023-07-09,2023-07-10,Overnight,CUST-11627,Consumer,North,Sports & Outdoor,176.64,2,0.18,289.69,85.01,0.2935,Debit Card,2023,7,Q3,Medium (11-20%)
ORD-110073,2024-11-22,2024-11-25,Express,CUST-36048,Corporate,South,Beauty & Health,100.65,1,0.32,68.44,27.18,0.3972,UPI,2024,11,Q4,Very High (31%+)
ORD-110074,2022-06-03,2022-06-03,Same-Day,CUST-14169,Corporate,South,Home & Furniture,567.74,1,0.04,545.03,155.23,0.2848,Debit Card,2022,6,Q2,Low (1-10%)
ORD-110075,2022-02-09,2022-02-14,Standard,CUST-30539,Consumer,East,Groceries,25.81,1,0.05,24.52,5.4,0.2203,COD,2022,2,Q1,Low (1-10%)
ORD-110076,2024-12-30,2025-01-04,Standard,CUST-31136,Consumer,North,Beauty & Health,11.7,3,0.36,22.46,8.76,0.3899,UPI,2024,12,Q4,Very High (31%+)
ORD-110077,2022-05-07,2022-05-14,Standard,CUST-35036,Corporate,West,Books & Media,39.65,2,0.37,49.96,9.06,0.1814,COD,2022,5,Q2,Very High (31%+)
ORD-110078,2024-03-31,2024-04-05,Standard,CUST-17956,Consumer,North,Clothing,85.36,1,0.27,62.31,17.11,0.2746,Debit Card,2024,3,Q1,High (21-30%)
ORD-110079,2023-07-31,2023-08-07,Standard,CUST-31532,Consumer,East,Electronics,406.4,4,0.09,1479.3,235.53,0.1592,Debit Card,2023,7,Q3,Low (1-10%)
ORD-110080,2023-08-20,2023-08-25,Standard,CUST-18725,Home Office,West,Beauty & Health,99.24,2,0.11,176.65,79.27,0.4487,Credit Card,2023,8,Q3,Medium (11-20%)
ORD-110081,2024-02-24,2024-02-24,Same-Day,CUST-24685,Corporate,East,Home & Furniture,665.69,1,0.12,585.81,163.44,0.279,Debit Card,2024,2,Q1,Medium (11-20%)
ORD-110082,2024-04-11,2024-04-17,Standard,CUST-38728,Consumer,East,Clothing,146.98,1,0.1,132.28,42.65,0.3224,Debit Card,2024,4,Q2,Low (1-10%)
ORD-110083,2024-10-23,2024-10-30,Standard,CUST-30385,Home Office,East,Clothing,92.23,1,0.2,73.78,25.52,0.3458,Wallet,2024,10,Q4,Medium (11-20%)
ORD-110084,2024-04-28,2024-04-28,Same-Day,CUST-29925,Consumer,West,Toys & Games,197.35,1,0.21,155.91,55.59,0.3566,UPI,2024,4,Q2,High (21-30%)
ORD-110085,2023-06-16,2023-06-18,Overnight,CUST-17161,Corporate,East,Groceries,17.23,1,0.11,15.33,2.17,0.1418,Credit Card,2023,6,Q2,Medium (11-20%)
ORD-110086,2023-05-23,2023-05-28,Standard,CUST-24295,Consumer,East,Beauty & Health,100.17,1,0.2,80.14,34.05,0.4249,Credit Card,2023,5,Q2,Medium (11-20%)
ORD-110087,2022-08-29,2022-08-31,Same-Day,CUST-12021,Consumer,West,Beauty & Health,10.36,2,0.06,19.48,10.53,0.5403,Net Banking,2022,8,Q3,Low (1-10%)
ORD-110088,2024-03-22,2024-03-26,Express,CUST-12636,Consumer,South,Electronics,621.52,3,0.07,1734.04,191.42,0.1104,Credit Card,2024,3,Q1,Low (1-10%)
ORD-110089,2024-08-11,2024-08-13,Express,CUST-18748,Home Office,North,Sports & Outdoor,385.17,1,0.03,373.61,102.78,0.2751,COD,2024,8,Q3,Low (1-10%)
ORD-110090,2022-06-29,2022-07-05,Standard,CUST-14196,Consumer,West,Electronics,522.83,1,0.08,481.0,59.34,0.1234,UPI,2022,6,Q2,Low (1-10%)
ORD-110091,2024-07-11,2024-07-15,Express,CUST-39550,Small Business,North,Sports & Outdoor,381.22,1,0.1,343.1,102.9,0.2999,Wallet,2024,7,Q3,Low (1-10%)
ORD-110092,2023-08-29,2023-08-31,Overnight,CUST-37659,Corporate,South,Electronics,706.79,1,0.04,678.52,77.65,0.1144,Credit Card,2023,8,Q3,Low (1-10%)
ORD-110093,2023-12-04,2023-12-07,Overnight,CUST-34984,Consumer,South,Books & Media,38.67,1,0.2,30.94,7.29,0.2357,Net Banking,2023,12,Q4,Medium (11-20%)
ORD-110094,2022-08-19,2022-08-22,Express,CUST-12733,Consumer,North,Clothing,33.78,1,0.12,29.73,8.96,0.3013,Wallet,2022,8,Q3,Medium (11-20%)
ORD-110095,2024-08-02,2024-08-03,Same-Day,CUST-32599,Small Business,West,Clothing,58.24,1,0.06,54.75,21.29,0.3889,Debit Card,2024,8,Q3,Low (1-10%)
ORD-110096,2022-01-27,2022-01-31,Express,CUST-13635,Consumer,North,Electronics,873.19,9,0.19,6365.56,111.58,0.0175,Wallet,2022,1,Q1,Medium (11-20%)
ORD-110097,2024-03-18,2024-03-23,Standard,CUST-10037,Small Business,East,Electronics,1240.88,2,0.24,1886.14,28.93,0.0153,Credit Card,2024,3,Q1,High (21-30%)
ORD-110098,2022-12-18,2022-12-25,Standard,CUST-14575,Corporate,North,Electronics,1064.98,3,0.23,2460.1,24.6,0.01,Credit Card,2022,12,Q4,High (21-30%)
ORD-110099,2022-11-01,2022-11-08,Standard,CUST-33945,Corporate,West,Toys & Games,215.65,1,0.25,161.74,52.75,0.3261,Credit Card,2022,11,Q4,High (21-30%)
ORD-110100,2024-09-24,2024-09-29,Standard,CUST-31790,Consumer,West,Toys & Games,49.04,1,0.33,32.86,8.31,0.2529,Credit Card,2024,9,Q3,Very High (31%+)
ORD-110101,2022-04-17,2022-04-22,Standard,CUST-13929,Home Office,North,Toys & Games,88.75,3,0.3,186.38,53.71,0.2882,UPI,2022,4,Q2,High (21-30%)
ORD-110102,2022-10-17,2022-10-23,Standard,CUST-34326,Home Office,North,Clothing,58.98,1,0.04,56.62,19.86,0.3507,Credit Card,2022,10,Q4,Low (1-10%)
ORD-110103,2024-12-17,2024-12-19,Same-Day,CUST-34196,Consumer,North,Clothing,167.65,1,0.12,147.53,43.18,0.2927,UPI,2024,12,Q4,Medium (11-20%)
ORD-110104,2022-11-19,2022-11-23,Express,CUST-10511,Corporate,East,Clothing,87.76,4,0.38,217.64,49.95,0.2295,COD,2022,11,Q4,Very High (31%+)
ORD-110105,2022-12-25,2022-12-31,Standard,CUST-39409,Corporate,East,Home & Furniture,875.59,1,0.12,770.52,172.26,0.2236,Net Banking,2022,12,Q4,Medium (11-20%)
ORD-110106,2023-10-08,2023-10-09,Same-Day,CUST-33649,Consumer,West,Electronics,296.34,1,0.45,162.99,1.63,0.01,Wallet,2023,10,Q4,Very High (31%+)
ORD-110107,2022-09-29,2022-10-05,Standard,CUST-17007,Corporate,North,Home & Furniture,909.99,1,0.16,764.39,185.86,0.2432,Wallet,2022,9,Q3,Medium (11-20%)
ORD-110108,2024-12-12,2024-12-17,Standard,CUST-34475,Consumer,West,Electronics,1423.49,1,0.19,1153.03,43.99,0.0382,Credit Card,2024,12,Q4,Medium (11-20%)
ORD-110109,2023-01-17,2023-01-20,Overnight,CUST-21277,Corporate,North,Clothing,52.83,3,0.2,126.79,27.84,0.2196,Wallet,2023,1,Q1,Medium (11-20%)
ORD-110110,2024-05-02,2024-05-04,Same-Day,CUST-17424,Consumer,North,Clothing,104.86,2,0.04,201.33,84.78,0.4211,Debit Card,2024,5,Q2,Low (1-10%)
ORD-110111,2022-08-29,2022-08-31,Express,CUST-24720,Consumer,North,Electronics,1238.06,1,0.26,916.16,43.98,0.048,Wallet,2022,8,Q3,High (21-30%)
ORD-110112,2022-04-12,2022-04-13,Same-Day,CUST-17794,Small Business,West,Clothing,156.7,1,0.07,145.73,52.87,0.3628,Credit Card,2022,4,Q2,Low (1-10%)
ORD-110113,2023-06-24,2023-06-29,Standard,CUST-24287,Consumer,East,Beauty & Health,8.95,3,0.3,18.79,7.58,0.4033,Wallet,2023,6,Q2,High (21-30%)
ORD-110114,2024-02-20,2024-02-27,Standard,CUST-35135,Consumer,North,Toys & Games,129.91,1,0.4,77.95,18.57,0.2382,Credit Card,2024,2,Q1,Very High (31%+)
ORD-110115,2022-05-19,2022-05-25,Standard,CUST-30156,Corporate,South,Beauty & Health,59.5,1,0.45,32.73,8.73,0.2666,UPI,2022,5,Q2,Very High (31%+)
ORD-110116,2023-09-05,2023-09-09,Express,CUST-11944,Consumer,East,Clothing,16.49,1,0.12,14.51,5.51,0.3797,Credit Card,2023,9,Q3,Medium (11-20%)
ORD-110117,2023-12-27,2023-12-29,Express,CUST-31134,Consumer,East,Electronics,1462.57,2,0.13,2544.87,271.56,0.1067,Debit Card,2023,12,Q4,Medium (11-20%)
ORD-110118,2024-07-13,2024-07-16,Express,CUST-32987,Consumer,East,Sports & Outdoor,413.03,1,0.23,318.03,69.52,0.2186,UPI,2024,7,Q3,High (21-30%)
ORD-110119,2024-02-25,2024-03-01,Standard,CUST-36594,Home Office,West,Clothing,36.24,4,0.2,115.97,32.53,0.2805,Net Banking,2024,2,Q1,Medium (11-20%)
ORD-110120,2022-12-17,2022-12-20,Express,CUST-28319,Consumer,North,Sports & Outdoor,349.49,3,0.43,597.63,33.01,0.0552,Debit Card,2022,12,Q4,Very High (31%+)
ORD-110121,2024-05-07,2024-05-09,Overnight,CUST-26024,Consumer,North,Beauty & Health,16.65,1,0.22,12.99,5.71,0.4397,Credit Card,2024,5,Q2,High (21-30%)
ORD-110122,2022-02-28,2022-03-04,Express,CUST-38018,Corporate,South,Sports & Outdoor,148.27,4,0.07,551.56,163.06,0.2956,COD,2022,2,Q1,Low (1-10%)
ORD-110123,2023-01-11,2023-01-16,Standard,CUST-13584,Consumer,North,Groceries,16.28,6,0.1,87.91,11.8,0.1342,UPI,2023,1,Q1,Low (1-10%)
ORD-110124,2022-05-06,2022-05-06,Same-Day,CUST-35326,Small Business,North,Home & Furniture,958.92,1,0.18,786.31,155.76,0.1981,Wallet,2022,5,Q2,Medium (11-20%)
ORD-110125,2022-01-08,2022-01-11,Express,CUST-13753,Home Office,West,Electronics,758.76,1,0.08,698.06,112.48,0.1611,Debit Card,2022,1,Q1,Low (1-10%)
ORD-110126,2023-08-18,2023-08-23,Standard,CUST-36174,Home Office,South,Electronics,587.34,4,0.45,1292.15,12.92,0.01,Credit Card,2023,8,Q3,Very High (31%+)
ORD-110127,2022-06-10,2022-06-16,Standard,CUST-32147,Consumer,West,Books & Media,57.39,1,0.07,53.37,18.41,0.3449,Credit Card,2022,6,Q2,Low (1-10%)
ORD-110128,2024-01-21,2024-01-23,Express,CUST-20398,Corporate,North,Clothing,87.99,1,0.02,86.23,34.79,0.4035,COD,2024,1,Q1,Low (1-10%)
ORD-110129,2023-09-12,2023-09-16,Express,CUST-31691,Small Business,West,Electronics,560.57,1,0.2,448.46,23.84,0.0532,Credit Card,2023,9,Q3,Medium (11-20%)
ORD-110130,2023-02-13,2023-02-20,Standard,CUST-39985,Consumer,East,Toys & Games,84.75,3,0.32,172.89,36.55,0.2114,Debit Card,2023,2,Q1,Very High (31%+)
ORD-110131,2024-09-14,2024-09-19,Standard,CUST-19544,Corporate,North,Clothing,27.33,1,0.18,22.41,6.8,0.3034,Credit Card,2024,9,Q3,Medium (11-20%)
ORD-110132,2024-03-13,2024-03-18,Standard,CUST-39378,Consumer,South,Clothing,21.55,7,0.06,141.8,53.91,0.3802,Credit Card,2024,3,Q1,Low (1-10%)
ORD-110133,2022-02-18,2022-02-23,Standard,CUST-11302,Consumer,North,Books & Media,32.23,1,0.18,26.43,9.47,0.3585,Net Banking,2022,2,Q1,Medium (11-20%)
ORD-110134,2022-05-19,2022-05-26,Standard,CUST-11473,Consumer,North,Home & Furniture,290.7,9,0.22,2040.71,416.7,0.2042,Debit Card,2022,5,Q2,High (21-30%)
ORD-110135,2023-06-06,2023-06-09,Overnight,CUST-17057,Consumer,North,Sports & Outdoor,460.72,1,0.05,437.68,148.74,0.3398,Wallet,2023,6,Q2,Low (1-10%)
ORD-110136,2023-12-15,2023-12-20,Standard,CUST-35379,Consumer,East,Electronics,772.68,1,0.2,618.14,35.15,0.0569,Credit Card,2023,12,Q4,Medium (11-20%)
ORD-110137,2023-12-18,2023-12-20,Express,CUST-34580,Consumer,North,Home & Furniture,403.95,6,0.29,1720.83,259.82,0.151,Net Banking,2023,12,Q4,High (21-30%)
ORD-110138,2023-04-26,2023-04-29,Express,CUST-12747,Consumer,North,Toys & Games,32.96,1,0.42,19.12,3.44,0.18,Debit Card,2023,4,Q2,Very High (31%+)
ORD-110139,2023-07-27,2023-07-27,Same-Day,CUST-25214,Corporate,West,Home & Furniture,826.06,1,0.22,644.33,113.47,0.1761,Credit Card,2023,7,Q3,High (21-30%)
ORD-110140,2022-08-05,2022-08-11,Standard,CUST-22677,Consumer,East,Sports & Outdoor,422.2,2,0.15,717.74,186.66,0.2601,UPI,2022,8,Q3,Medium (11-20%)
ORD-110141,2023-09-11,2023-09-16,Standard,CUST-22710,Corporate,North,Beauty & Health,44.43,1,0.07,41.32,22.53,0.5454,Net Banking,2023,9,Q3,Low (1-10%)
ORD-110142,2022-08-24,2022-08-31,Standard,CUST-13882,Consumer,North,Sports & Outdoor,319.3,1,0.11,284.18,83.93,0.2953,UPI,2022,8,Q3,Medium (11-20%)
ORD-110143,2022-06-23,2022-06-27,Express,CUST-17504,Corporate,West,Home & Furniture,961.64,2,0.34,1269.36,126.76,0.0999,UPI,2022,6,Q2,Very High (31%+)
ORD-110144,2022-11-08,2022-11-11,Overnight,CUST-20480,Consumer,West,Beauty & Health,89.42,10,0.2,715.36,316.78,0.4428,Credit Card,2022,11,Q4,Medium (11-20%)
ORD-110145,2023-07-03,2023-07-08,Standard,CUST-10322,Corporate,South,Sports & Outdoor,105.02,1,0.25,78.77,13.99,0.1776,Credit Card,2023,7,Q3,High (21-30%)
ORD-110146,2024-03-11,2024-03-13,Overnight,CUST-13104,Corporate,West,Sports & Outdoor,440.72,1,0.16,370.2,79.32,0.2143,Debit Card,2024,3,Q1,Medium (11-20%)
ORD-110147,2022-03-29,2022-03-29,Same-Day,CUST-30957,Consumer,East,Home & Furniture,226.61,1,0.08,208.48,41.57,0.1994,Debit Card,2022,3,Q1,Low (1-10%)
ORD-110148,2024-09-27,2024-09-30,Overnight,CUST-38329,Home Office,East,Groceries,25.41,1,0.12,22.36,3.23,0.1444,UPI,2024,9,Q3,Medium (11-20%)
ORD-110149,2022-11-19,2022-11-26,Standard,CUST-31059,Consumer,South,Home & Furniture,562.58,1,0.2,450.06,117.26,0.2605,Net Banking,2022,11,Q4,Medium (11-20%)
ORD-110150,2024-12-02,2024-12-09,Standard,CUST-11915,Corporate,West,Sports & Outdoor,446.88,1,0.22,348.57,68.2,0.1957,Net Banking,2024,12,Q4,High (21-30%)
ORD-110151,2023-09-21,2023-09-27,Standard,CUST-38889,Consumer,South,Beauty & Health,20.24,1,0.08,18.62,8.46,0.4545,COD,2023,9,Q3,Low (1-10%)
ORD-110152,2022-03-02,2022-03-07,Standard,CUST-12122,Home Office,East,Books & Media,38.68,2,0.1,69.62,23.68,0.3402,Net Banking,2022,3,Q1,Low (1-10%)
ORD-110153,2023-02-03,2023-02-10,Standard,CUST-25848,Consumer,South,Electronics,1201.95,1,0.17,997.62,54.88,0.055,Debit Card,2023,2,Q1,Medium (11-20%)
ORD-110154,2023-11-25,2023-11-26,Overnight,CUST-30650,Corporate,North,Electronics,1209.79,1,0.24,919.44,31.34,0.0341,UPI,2023,11,Q4,High (21-30%)
ORD-110155,2024-04-20,2024-04-22,Express,CUST-19782,Small Business,West,Electronics,895.89,1,0.08,824.22,119.68,0.1452,Wallet,2024,4,Q2,Low (1-10%)
ORD-110156,2024-01-15,2024-01-22,Standard,CUST-23903,Consumer,South,Home & Furniture,523.8,1,0.12,460.94,119.22,0.2586,Wallet,2024,1,Q1,Medium (11-20%)
ORD-110157,2024-03-15,2024-03-17,Overnight,CUST-39417,Corporate,North,Electronics,1075.56,1,0.16,903.47,70.49,0.078,Net Banking,2024,3,Q1,Medium (11-20%)
ORD-110158,2022-07-30,2022-08-05,Standard,CUST-39703,Consumer,North,Electronics,438.0,1,0.15,372.3,36.49,0.098,Credit Card,2022,7,Q3,Medium (11-20%)
ORD-110159,2022-11-23,2022-11-26,Overnight,CUST-35736,Corporate,East,Clothing,147.16,1,0.21,116.26,32.84,0.2825,Credit Card,2022,11,Q4,High (21-30%)
ORD-110160,2023-11-07,2023-11-14,Standard,CUST-10583,Consumer,East,Electronics,1114.29,2,0.13,1938.86,143.38,0.0739,Wallet,2023,11,Q4,Medium (11-20%)
ORD-110161,2023-02-03,2023-02-09,Standard,CUST-25169,Consumer,East,Electronics,1293.42,1,0.21,1021.8,10.22,0.01,Credit Card,2023,2,Q1,High (21-30%)
ORD-110162,2024-08-10,2024-08-15,Standard,CUST-39795,Corporate,North,Groceries,16.85,1,0.1,15.17,2.41,0.1591,Net Banking,2024,8,Q3,Low (1-10%)
ORD-110163,2023-09-25,2023-09-30,Standard,CUST-23722,Small Business,West,Beauty & Health,10.78,1,0.11,9.59,4.66,0.4858,Credit Card,2023,9,Q3,Medium (11-20%)
ORD-110164,2024-02-29,2024-03-07,Standard,CUST-25474,Consumer,West,Groceries,45.78,2,0.04,87.9,22.57,0.2567,UPI,2024,2,Q1,Low (1-10%)
ORD-110165,2024-12-08,2024-12-11,Express,CUST-34230,Corporate,East,Home & Furniture,559.19,1,0.23,430.58,72.98,0.1695,UPI,2024,12,Q4,High (21-30%)
ORD-110166,2022-05-06,2022-05-13,Standard,CUST-28618,Consumer,East,Clothing,75.51,4,0.07,280.9,103.66,0.369,COD,2022,5,Q2,Low (1-10%)
ORD-110167,2022-08-09,2022-08-14,Standard,CUST-29916,Consumer,East,Clothing,26.06,1,0.26,19.28,6.5,0.3372,Credit Card,2022,8,Q3,High (21-30%)
ORD-110168,2022-03-04,2022-03-10,Standard,CUST-18398,Consumer,West,Electronics,854.91,1,0.18,701.03,54.77,0.0781,UPI,2022,3,Q1,Medium (11-20%)
ORD-110169,2023-07-26,2023-07-31,Standard,CUST-10209,Consumer,East,Sports & Outdoor,59.94,3,0.1,161.84,49.02,0.3029,COD,2023,7,Q3,Low (1-10%)
ORD-110170,2022-03-02,2022-03-02,Same-Day,CUST-16644,Corporate,South,Clothing,87.71,1,0.09,79.82,27.4,0.3433,Credit Card,2022,3,Q1,Low (1-10%)
ORD-110171,2023-10-03,2023-10-07,Express,CUST-39874,Consumer,West,Electronics,1478.78,1,0.45,813.33,8.13,0.01,Net Banking,2023,10,Q4,Very High (31%+)
ORD-110172,2023-04-17,2023-04-20,Express,CUST-27754,Consumer,South,Electronics,1008.32,1,0.17,836.91,50.88,0.0608,Debit Card,2023,4,Q2,Medium (11-20%)
ORD-110173,2023-06-08,2023-06-12,Express,CUST-35953,Consumer,North,Toys & Games,173.93,1,0.12,153.06,52.96,0.346,Credit Card,2023,6,Q2,Medium (11-20%)
ORD-110174,2022-05-17,2022-05-24,Standard,CUST-29141,Consumer,North,Home & Furniture,300.93,1,0.18,246.76,40.08,0.1624,Credit Card,2022,5,Q2,Medium (11-20%)
ORD-110175,2023-09-23,2023-09-30,Standard,CUST-39209,Corporate,East,Electronics,1412.32,1,0.11,1256.96,71.87,0.0572,Credit Card,2023,9,Q3,Medium (11-20%)
ORD-110176,2023-03-10,2023-03-16,Standard,CUST-29937,Corporate,North,Beauty & Health,69.54,1,0.08,63.98,31.45,0.4915,Credit Card,2023,3,Q1,Low (1-10%)
ORD-110177,2023-09-30,2023-10-02,Express,CUST-13770,Corporate,South,Sports & Outdoor,50.75,1,0.12,44.66,13.01,0.2913,Credit Card,2023,9,Q3,Medium (11-20%)
ORD-110178,2022-03-09,2022-03-11,Overnight,CUST-32110,Consumer,South,Clothing,15.65,1,0.23,12.05,3.19,0.2644,Credit Card,2022,3,Q1,High (21-30%)
ORD-110179,2023-07-29,2023-08-04,Standard,CUST-26054,Consumer,East,Books & Media,5.73,3,0.04,16.5,6.32,0.383,Credit Card,2023,7,Q3,Low (1-10%)
ORD-110180,2023-04-27,2023-05-02,Standard,CUST-33896,Consumer,North,Groceries,36.27,1,0.45,19.95,0.2,0.01,Credit Card,2023,4,Q2,Very High (31%+)
ORD-110181,2023-01-18,2023-01-20,Overnight,CUST-10059,Small Business,West,Electronics,646.21,4,0.03,2507.29,393.23,0.1568,Net Banking,2023,1,Q1,Low (1-10%)
ORD-110182,2023-02-04,2023-02-07,Express,CUST-28771,Corporate,West,Clothing,143.77,3,0.18,353.67,109.47,0.3095,UPI,2023,2,Q1,Medium (11-20%)
ORD-110183,2022-08-05,2022-08-06,Same-Day,CUST-32512,Consumer,North,Clothing,135.54,5,0.25,508.27,111.5,0.2194,Debit Card,2022,8,Q3,High (21-30%)
ORD-110184,2023-02-12,2023-02-18,Standard,CUST-20482,Corporate,North,Electronics,885.44,1,0.44,495.85,4.96,0.01,Debit Card,2023,2,Q1,Very High (31%+)
ORD-110185,2023-11-10,2023-11-10,Same-Day,CUST-28233,Consumer,West,Clothing,57.38,8,0.24,348.87,104.34,0.2991,Credit Card,2023,11,Q4,High (21-30%)
ORD-110186,2022-09-25,2022-10-02,Standard,CUST-18228,Home Office,West,Clothing,97.43,2,0.14,167.58,47.01,0.2805,Net Banking,2022,9,Q3,Medium (11-20%)
